tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,declaraRenta
CE,2176564817,Gabriela Martínez,03061996,94,58,94,55,0
CE,6378474883,Luis Cifuentes,06071946,68,22,68,93,1
CE,3732954675,David Rodríguez,21041941,25,19,25,97,1
TI,8900334078,Manuela González,21041946,73,94,73,50,1
CC,7557038207,Melissa Castaneda,17121943,17,51,17,86,1
CE,9643142888,María Hurtado,15091927,5,25,5,31,1
CC,1278052052,Marcela Castaneda,26091995,95,21,95,87,1
CC,6316841027,Manuela López,17091996,99,29,99,53,1
TI,5894247750,Sofía Cifuentes,25072001,66,16,66,67,0
CE,7933733438,Sofía Hurtado,15041997,63,24,63,50,0
TI,8025015742,Sofía Hurtado,15121993,63,24,63,93,0
TI,3136096045,David García,22081939,27,21,27,6,1
TI,9679121363,Gabriela Cartagena,04081929,41,3,41,29,1
CC,3453709532,Marcela García,13061940,8,91,8,62,1
TI,4904212638,María García,20011929,73,25,73,92,1
TI,2082809054,Ana Cifuentes,07091939,13,40,13,20,1
CC,5653387897,Miguel López,09091963,95,40,95,19,1
CC,7129908488,Melissa González,07092007,8,87,8,52,0
CE,4061266752,David López,06051992,17,34,17,6,0
TI,6074664394,Melissa González,03042000,85,2,85,51,1
CE,3395429945,Juan González,13091964,20,43,20,86,1
CC,9777535127,Marcela López,03121952,66,11,66,67,1
CE,7402196444,Marcela García,16062014,18,52,18,79,0
CC,6252642832,Melissa Rodríguez,11122005,85,97,85,11,1
CC,2879635397,María López,07051948,5,13,5,31,1
TI,9352091232,Miguel Cartagena,23121991,70,60,70,77,0
CC,0372070525,Laura Hernández,14051991,44,68,44,25,0
CC,6552759277,Gabriela González,11081996,47,11,47,36,1
CC,5005040154,Gabriela González,01101996,97,47,97,95,1
TI,6451554632,Daniela García,01021932,47,97,47,73,1
CE,3335380589,David González,24111940,18,20,18,90,1
CE,2855397341,Juan Castaneda,14052007,95,26,95,91,0
TI,0899836308,Manuela González,20061930,94,21,94,25,1
CE,5698390466,Melissa Hernández,17062004,63,36,63,11,1
CE,1227425432,Sofía Hernández,20031975,23,91,23,92,1
TI,2043046151,Manuela Rodríguez,28051999,70,13,70,60,0
CC,8200679151,David Murillo,03021974,27,6,27,6,1
TI,8204386242,María García,28061944,50,24,50,93,1
TI,1980685950,Miguel Hurtado,18082002,66,20,66,16,1
CE,2693361258,Manuela López,09092004,95,43,95,86,1
TI,8695233429,Miguel Castaneda,15052000,70,34,70,95,1
TI,6178463380,Luis Perez,03022022,41,10,41,75,1
CC,8232471182,Miguel López,26031962,94,94,94,47,1
CE,0113120921,Marcela Cartagena,23021999,68,40,68,32,0
CE,8299541534,Miguel Hernández,02021995,91,22,91,79,0
CE,5942483683,Juan García,08012004,15,75,15,25,1
CE,4614548160,Manuela Hernández,15022010,41,75,41,77,1
CC,0576129371,Laura Cifuentes,11082003,73,83,73,22,1
TI,1999531218,Miguel Cartagena,28082007,50,88,50,29,1
TI,9049414245,Gabriela Cifuentes,28102004,44,58,44,55,0
TI,4763298329,Ana Martínez,03022022,44,92,44,29,0
CC,4149477803,Daniela Cifuentes,08111995,27,88,27,78,1
TI,6614137762,Melissa González,19112004,54,78,54,30,1
TI,4643121652,Ana Martínez,01122006,41,81,41,20,1
TI,0924530305,Miguel García,15011991,8,51,8,22,1
CC,8859484813,Laura Castaneda,01112006,18,1,18,68,0
TI,5079758105,Daniela Cartagena,15041994,66,40,66,11,1
CC,6700327282,María Martínez,28032004,86,74,86,44,0
CC,8331316430,Melissa Cartagena,11051994,70,62,70,74,0
CC,4302472672,Daniela Cifuentes,28061993,5,81,5,13,1
CE,9811137724,Gabriela López,06102004,50,36,50,51,1
TI,8321897627,Sofía Perez,15121998,91,52,91,90,1
TI,1880151041,Manuela Martínez,05031998,91,16,91,22,1
CE,0381970852,Laura Murillo,03051989,86,93,86,60,1
TI,8366110950,Sofía Cifuentes,07062006,91,88,91,1,1
CE,6952910075,Miguel González,02042006,47,44,47,53,1
CE,3889036720,Carlos González,10072007,68,30,68,100,0
CE,0078050664,Juan García,20031999,94,36,94,30,1
CC,3619306665,Luis Rodríguez,10102008,44,15,44,42,0
CC,2638103721,María Martínez,09082007,17,13,17,92,1
TI,1496464547,Gabriela Murillo,15081998,68,4,68,29,0
TI,8628040021,Luis Hernández,08101993,5,44,5,38,0
TI,3164934580,Sofía Murillo,09021970,50,81,50,6,1
CC,2864878948,Carlos Hurtado,24122002,81,16,81,3,1
CE,3399352318,Ana Perez,07051933,13,21,13,55,1
CE,7490194930,Ana Perez,09011935,73,15,73,59,1
CC,2741965734,Manuela Rodríguez,12032005,19,41,19,19,0
CE,5735965264,Ana Rodríguez,05112001,11,81,11,3,0
TI,1983150540,David Cartagena,24021925,73,81,73,34,1
CC,8902300262,Manuela Castaneda,25062003,52,94,52,11,1
CC,3816333054,Melissa Rodríguez,01121991,95,19,95,11,0
CC,4575260932,Miguel López,18101999,15,1,15,38,0
CC,9402343763,Carlos González,15111990,52,47,52,88,0
CC,9289768383,Manuela López,18042002,47,44,47,34,1
CC,9868975959,Sofía Martínez,22121959,85,15,85,20,1
CC,8131094654,Gabriela Murillo,14011993,85,6,85,45,1
TI,6230911484,Gabriela Hurtado,14112008,63,83,63,45,1
TI,4612627287,Miguel Cifuentes,04121992,68,78,68,60,1
TI,0316324385,Melissa Martínez,12011957,68,4,68,24,1
CC,5957144332,Gabriela Hurtado,11122020,44,31,44,36,1
CE,1116959478,Melissa Hernández,16041967,73,87,73,52,1
CC,1661467934,Carlos Rodríguez,17111950,44,31,44,93,1
CC,7627516538,David Castaneda,05031966,88,73,88,31,1
TI,7618586097,Luis Martínez,13061931,70,44,70,22,1
CC,6391120686,Daniela Cartagena,11121941,20,97,20,24,1
TI,1923520968,Manuela García,16011990,41,93,41,22,1
CE,1579620263,Luis Cartagena,10062003,11,24,11,51,0
TI,5271957740,Ana Cifuentes,17081993,41,2,41,3,1
TI,9475227312,Miguel López,28021995,70,75,70,74,0
CC,8660347975,Gabriela Perez,13061994,70,22,70,99,0
CE,0630347857,Laura González,15091999,85,50,85,79,0
TI,8130139941,Manuela López,18051991,8,10,8,93,0
TI,7944457968,Laura Cartagena,25021986,99,100,99,36,1
CE,2599260463,Ana García,26042023,25,55,25,74,1
CE,7659442028,Daniela García,27041973,94,1,94,54,1
CE,3720793062,Laura Murillo,07102000,17,86,17,74,1
CC,1575868129,Carlos González,10091993,88,16,88,45,0
CC,6507107247,Gabriela Hernández,23091945,73,34,73,24,1
CC,7136158341,Marcela Martínez,13061971,81,86,81,73,1
CC,0907479449,Ana Cifuentes,20021955,13,87,13,86,1
CC,5545918964,Daniela Perez,21031997,23,30,23,79,0
TI,6164559981,Miguel Hernández,01061998,23,92,23,87,0
CC,6662971701,Ana Cifuentes,06061937,17,40,17,26,1
CC,7905143159,Sofía García,23121924,86,45,86,43,1
CE,1436410106,Miguel Hurtado,27031933,47,24,47,36,1
TI,9925410774,Daniela Castaneda,21011946,54,11,54,92,1
CC,8312525078,Juan Hurtado,13052008,41,79,41,6,1
TI,1650792962,Juan Martínez,12082004,85,11,85,15,1
CE,3654216453,Daniela Perez,26091997,27,43,27,99,0
CC,4853758164,Melissa Murillo,15061995,85,83,85,36,1
CE,2107127701,Daniela Castaneda,07032000,13,38,13,58,1
CE,9451088637,Sofía Perez,20122008,41,73,41,19,1
TI,6788746818,Daniela López,15021943,52,51,52,59,0
CC,7850102391,Melissa García,19111990,76,1,76,95,1
TI,3231393593,Luis García,22042008,13,24,13,78,1
TI,2322437290,Melissa Cifuentes,15101999,95,79,95,30,1
CE,1650828703,Miguel Perez,06101998,68,51,68,92,0
TI,6206637580,Sofía Perez,23102006,17,3,17,98,1
CE,8368220341,Manuela Murillo,23051999,23,86,23,65,0
CE,1417991747,Ana Hernández,23101995,47,67,47,29,0
CC,9317092399,Miguel Perez,09091956,97,75,97,98,1
TI,5957960870,Carlos Hurtado,08121999,8,43,8,47,1
CE,4142821096,Daniela Castaneda,07102001,99,73,99,74,1
CE,2959177033,Sofía Cifuentes,01031995,11,59,11,19,1
CC,2588603414,Laura Rodríguez,26012006,86,93,86,22,0
CE,3936431040,Laura Hurtado,14112006,86,32,86,4,0
CC,8808956989,Marcela Perez,10031977,73,3,73,50,1
CC,5690615022,Manuela Hernández,26082008,52,100,52,10,0
TI,1391292706,Laura Murillo,25041933,19,16,19,87,1
CE,2499309465,Juan González,24081934,97,50,97,2,1
TI,7141160031,Miguel Martínez,08021931,97,15,97,62,1
CC,9669508310,Daniela Cartagena,14021990,52,88,52,19,1
CC,8219800912,Manuela Hernández,20111954,91,15,91,16,1
CC,9397364104,Sofía Cartagena,19071997,68,3,68,50,1
CC,7113994398,Carlos Hurtado,15052003,52,21,52,38,0
CC,7007344671,Gabriela Cifuentes,03062005,20,54,20,4,0
CE,4604080124,Miguel Castaneda,26082004,81,60,81,78,1
TI,1074500295,Carlos Rodríguez,11051990,99,29,99,25,1
TI,9069288068,Laura Castaneda,23072009,97,54,97,30,1
TI,6577943711,Melissa López,12042001,8,91,8,15,1
CE,2850606427,Gabriela González,21042014,17,13,17,87,1
CE,0328009202,Manuela Hernández,15101930,54,75,54,43,1
CC,9732991203,Gabriela Hernández,28081997,18,59,18,90,1
TI,6885196246,Daniela Hurtado,28011998,17,6,17,44,0
TI,5024750317,Daniela García,21031999,20,44,20,40,0
TI,7575349310,Luis García,21121999,70,99,70,6,1
CE,5428877431,María Cifuentes,11091990,81,3,81,13,0
CE,8421623923,Manuela González,09062003,17,74,17,53,1
CC,4762334881,Luis Castaneda,11071937,76,95,76,53,1
TI,4092905049,Manuela Hernández,22022008,11,34,11,58,0
CE,0524658645,Daniela Castaneda,17061926,70,75,70,79,1
CE,9847259940,Miguel Murillo,25071938,11,50,11,41,1
CE,1041051879,Laura Perez,20061941,97,73,97,21,0
CC,6563933781,Juan Hernández,04101997,8,92,8,13,1
CE,0521448625,Luis Hurtado,13062000,41,44,41,16,0
TI,1377976994,Marcela Murillo,06042009,95,45,95,24,1
TI,3968155799,Melissa González,05011998,17,25,17,67,1
TI,5418377764,María Cifuentes,23031998,70,25,70,20,1
CE,1351242672,Luis López,28121998,99,81,99,25,0
TI,5876928832,María Rodríguez,03111992,91,47,91,24,1
CC,2012750491,Ana González,06122001,88,81,88,31,0
TI,9740298581,Sofía Perez,02051989,50,35,50,88,1
TI,2321194837,Miguel Perez,19071980,81,4,81,25,1
CC,9577683165,Juan Castaneda,11092001,52,74,52,21,0
CE,7045021085,Melissa Cifuentes,09051942,94,25,94,50,1
CC,0728221460,Ana García,12041945,86,100,86,22,1
TI,2478736067,Juan Rodríguez,19011925,20,99,20,78,1
CE,8464695782,Melissa Cifuentes,02111980,68,86,68,2,1
TI,9154890801,Gabriela Cifuentes,13102008,50,34,50,62,0
TI,6162309885,Laura Cifuentes,15041996,23,21,23,62,1
TI,3344430040,Manuela García,01111942,91,73,91,34,1
CC,6238152293,Luis Martínez,26111933,5,30,5,91,1
CC,7991288161,Carlos González,03081986,27,54,27,21,1
CC,1490456439,Sofía Martínez,20031937,50,54,50,42,1
CE,2144411876,Daniela Cartagena,13062000,50,34,50,16,0
CC,4318263130,Carlos Perez,21111993,27,32,27,100,0
CC,9829583154,Ana Rodríguez,17072003,19,91,19,25,0
TI,2334949772,Sofía Murillo,09061996,91,77,91,11,1
TI,7820321024,Luis Hurtado,04052001,85,30,85,99,0
CE,4725679098,Ana González,24121972,47,55,47,100,1
CC,5027220047,Luis Murillo,12022005,27,21,27,90,0
TI,3834905023,Juan Castaneda,07082009,94,25,94,20,1
TI,0541568323,Melissa Hernández,02121935,18,55,18,88,1
CC,7322831377,David López,17012000,19,44,19,10,1
CC,4438649106,Daniela Cifuentes,07072006,85,68,85,90,1
CE,1538805763,Marcela Cartagena,09092006,73,13,73,50,0
CC,2585356529,María Perez,23112003,23,93,23,11,1
CC,6682475848,Manuela Hurtado,24021924,88,53,88,55,1
CE,4929429230,Ana Hurtado,05071941,41,58,41,47,1
TI,5313239515,Marcela López,22032001,97,88,97,15,1
TI,0416406142,María Murillo,09062006,5,94,5,60,1
TI,3376694638,Manuela Perez,12101957,73,87,73,52,1
TI,5903449685,Gabriela Cartagena,20031982,99,50,99,86,1
CE,8147364821,Miguel González,24121996,52,92,52,44,1
TI,3683426221,Carlos García,03071940,27,60,27,86,1
CE,5107378905,Manuela Perez,17091996,20,4,20,40,1
TI,3920668544,Laura Castaneda,20111993,23,55,23,90,1
CC,2058119340,Miguel García,27011997,15,55,15,21,1
CE,4844867622,Sofía García,03062002,54,86,54,95,1
TI,0793073135,Carlos Cifuentes,12061998,81,4,81,67,1
CC,8415397464,David Murillo,10011991,66,25,66,87,0
TI,9029612048,David García,17021935,8,59,8,79,1
TI,6084716557,María López,12031989,27,100,27,78,0
CE,4161610544,Laura Cifuentes,11062023,41,22,41,100,0
TI,0170715941,Manuela Rodríguez,08051984,66,30,66,62,1
TI,2372556829,Ana Castaneda,04032000,47,44,47,73,1
CC,9673525182,María Cartagena,10072003,63,54,63,88,1
TI,1937562187,Carlos Cifuentes,07071957,86,86,86,6,1
CC,1127756111,Juan Perez,07051988,85,43,85,26,1
TI,1003656471,Laura Murillo,11121999,8,97,8,65,0
TI,5855561983,Manuela González,23061999,17,62,17,99,1
CE,1785965728,Melissa Perez,02102001,88,86,88,75,1
CE,6413812122,María González,15091939,81,13,81,59,1
CE,6102055458,Laura Perez,18071999,19,88,19,41,1
CE,4956838387,Gabriela López,14052016,15,1,15,1,1
CC,4594294170,Laura Perez,02041995,88,55,88,3,1
CC,8321351705,Miguel Hernández,22102006,23,38,23,32,1
CE,6647436311,Daniela Murillo,13111953,63,78,63,81,1
CE,4387629684,Miguel Hernández,28051954,15,20,15,68,1
CC,7051450400,Marcela García,17031992,99,29,99,83,0
CE,6258255947,Daniela Hernández,19062007,41,78,41,65,1
TI,8011144139,Gabriela López,20032001,18,88,18,24,1
CC,9118584231,Marcela Martínez,03051997,13,81,13,21,1
CC,2662887292,Juan Perez,02021944,88,1,88,43,1
TI,1617974162,David Castaneda,25031931,91,44,91,35,1
CC,2339894559,Melissa Hernández,22081937,50,68,50,11,1
CE,2613388123,Daniela Perez,17121936,86,40,86,55,1
CE,2528683444,Melissa Rodríguez,14072005,68,38,68,94,0
CC,4087921370,Sofía Cartagena,07011930,25,15,25,98,1
TI,3428902130,Marcela Cartagena,27021992,95,43,95,79,0
CE,5320582941,María Cartagena,26011990,52,13,52,77,1
CE,6912167393,Ana Rodríguez,28091931,18,31,18,29,1
CC,7158724199,Marcela González,27101938,27,20,27,54,1
CC,8552945236,Miguel Perez,20091999,97,90,97,16,0
CE,9557473673,Gabriela Cartagena,23111932,11,10,11,81,1
CE,1613663923,Manuela García,02101996,41,77,41,10,1
TI,7633308883,Marcela Hernández,08051948,85,65,85,60,1
CC,5958064424,Miguel Murillo,12081996,44,42,44,88,1
CC,5585433773,Daniela Martínez,03091999,73,26,73,11,1
CE,7824528245,Manuela Perez,25062000,50,35,50,60,1
CC,1867695762,Marcela Martínez,03021991,23,3,23,38,0
CE,0628315141,Melissa González,19022009,27,26,27,65,0
CC,0166114653,Laura García,21072002,20,74,20,40,0
CC,6194516517,Juan Rodríguez,22122009,95,54,95,22,0
TI,5137026646,David González,28061937,68,62,68,97,1
CC,7642492070,Melissa García,03011994,76,94,76,95,1
CC,4824390860,Sofía Castaneda,17032009,99,95,99,88,0
CC,1097698993,Miguel Cifuentes,13041993,52,35,52,32,0
CE,4986204751,Marcela Martínez,24041945,97,55,97,10,1
TI,7340064048,Melissa Perez,26101989,23,25,23,34,0
TI,3255621519,Luis Martínez,11071990,85,92,85,44,0
TI,8176457776,Marcela González,11022005,50,38,50,4,0
TI,8378056847,Manuela López,17121940,97,92,97,1,1
CC,9855408430,Gabriela González,15012003,86,54,86,20,1
CC,1930168259,Laura Murillo,27121933,52,25,52,52,1
CC,7268300785,Manuela Rodríguez,16061939,47,60,47,92,1
CC,0521206602,Daniela Rodríguez,28081993,97,87,97,47,1
CE,7929412807,Melissa Perez,07121999,18,86,18,79,0
TI,8894068569,Juan Martínez,06041905,73,94,73,36,1
CE,2495137237,Carlos Rodríguez,19041959,88,44,88,99,1
CC,9395982207,David Hurtado,10071998,15,75,15,67,1
CE,7798235300,Miguel García,04052017,95,21,95,58,0
CE,6111846730,Ana Cifuentes,23081925,91,50,91,10,1
TI,9731986121,Manuela Hurtado,28031955,19,13,19,15,1
TI,0358368127,Carlos López,28112000,19,81,19,36,1
CC,6782328251,Juan Castaneda,12021997,20,45,20,60,0
CC,7774688923,Ana Castaneda,07101998,73,98,73,22,1
CE,0779582163,Luis Rodríguez,02111995,54,59,54,81,0
CC,3354811812,Gabriela Perez,17121997,25,13,25,67,1
TI,6601798904,María Perez,16032005,97,13,97,20,1
TI,6726166797,David Cartagena,05072000,13,53,13,15,1
CE,1213184370,Daniela Cifuentes,08111954,68,100,68,58,1
CE,8830766979,Laura Cifuentes,27022005,88,83,88,53,0
CE,5661586355,Melissa López,24011996,50,10,50,29,0
CC,4297776937,Juan García,05022001,81,90,81,98,0
TI,8796155718,Juan López,24011993,70,95,70,94,1
CE,9833214543,David Martínez,23101952,41,52,41,31,1
CC,1082183538,Laura Hurtado,19121991,88,4,88,44,1
CE,9102029063,David Castaneda,07042000,85,44,85,10,0
TI,0887245977,Marcela Rodríguez,07011995,99,94,99,51,0
CC,0440605017,Laura Cartagena,08071991,23,29,23,44,0
CE,1592022002,Gabriela Perez,01011999,20,88,20,52,1
CE,2017312436,Marcela González,05062001,5,90,5,38,0
CC,7156729746,Miguel López,23062014,88,16,88,36,1
TI,1998045917,Sofía Rodríguez,14051938,23,68,23,98,1
CE,7745342888,Carlos Martínez,01061994,41,20,41,53,1
CE,4046958459,María Perez,16101954,8,51,8,62,1
CE,7692424473,Ana Hernández,22111989,52,55,52,97,0
CC,0794113294,Luis Hurtado,05092002,19,67,19,40,0
TI,3518271701,Daniela Hernández,03031924,91,59,91,22,1
CE,6383435723,Carlos Cifuentes,28041993,88,13,88,97,0
TI,6409629023,Marcela López,06031999,91,20,91,40,0
CC,1455274613,Juan López,12031925,25,77,25,90,1
CC,7234189804,Manuela Murillo,05031996,23,13,23,50,1
TI,9860971060,Miguel Castaneda,27012002,52,16,52,83,1
CC,9486202713,Juan López,03121973,99,3,99,13,1
CE,2199654095,Juan Cartagena,01061939,94,30,94,15,0
CC,5178887060,Manuela Rodríguez,27021991,20,86,20,91,0
CC,4655653602,Carlos Murillo,12072002,25,19,25,62,0
TI,5708569630,Marcela Hurtado,09012006,70,65,70,40,1
CE,9706348206,Juan Castaneda,08102006,68,1,68,42,0
TI,1603585669,Miguel González,03031995,17,87,17,86,0
CC,7806476625,Carlos López,02092005,27,58,27,81,0
CC,8074360887,Laura Castaneda,25091994,95,79,95,1,1
CC,0705840232,Miguel Hurtado,26101975,15,2,15,29,1
TI,1502091086,Ana Hernández,19081989,85,24,85,73,1
TI,7623132054,Sofía Hernández,05101924,66,58,66,87,1
CC,9620585902,David Rodríguez,21081946,99,79,99,11,1
CC,7171627778,Carlos González,23071953,94,99,94,68,1
TI,8689470590,Manuela Cifuentes,21121989,91,44,91,26,1
CC,1669282945,Carlos Hernández,22091992,23,67,23,68,1
CE,2057486271,María Perez,25052004,20,40,20,59,0
CE,3173764767,Juan Martínez,06071929,70,62,70,98,1
TI,2960931119,Laura Castaneda,13032001,11,98,11,29,1
TI,4999212741,Miguel García,28011996,27,94,27,36,0
CE,2325939070,Daniela Murillo,26101950,88,38,88,81,1
TI,0611788995,María Rodríguez,06121945,20,3,20,38,1
CC,2772254343,María Rodríguez,14111991,85,55,85,58,0
CE,1090033399,Miguel García,09051939,15,45,15,79,1
TI,5040959700,Carlos Hurtado,26051931,99,25,99,79,1
TI,6977455600,Laura Martínez,25091900,23,75,23,55,1
CE,5693804232,Miguel Cifuentes,22051937,52,45,52,97,1
CC,0152806240,Juan Murillo,08072003,68,1,68,10,0
CE,8899933077,Melissa García,13041991,88,34,88,97,0
CC,7945880146,Juan Perez,01041996,8,78,8,47,0
CC,2983330765,Luis Martínez,15051989,70,1,70,26,0
TI,1648418126,Ana Murillo,02022002,44,19,44,88,0
CE,7025923009,David López,09012000,11,75,11,43,0
TI,8398223247,David Perez,15041931,13,31,13,25,1
CC,4164627575,David Cifuentes,02101998,47,21,47,22,0
TI,9286298598,David López,02051936,81,24,81,86,1
TI,3119662205,David García,13092001,18,15,18,2,0
CE,5008457969,Ana Rodríguez,11062002,81,59,81,97,1
TI,1935759087,David Cifuentes,23041989,70,78,70,65,0
TI,2668540365,Juan González,10082001,97,31,97,55,1
TI,0047664696,Sofía Perez,09032003,8,42,8,50,0
CC,1016439240,Manuela Perez,08071930,20,97,20,99,1
CC,6758222158,Manuela Rodríguez,20101926,8,15,8,31,1
CC,8146979568,Carlos Martínez,27101947,15,59,15,100,0
TI,0987981653,Manuela García,25111998,76,78,76,79,1
CC,1637724606,Sofía García,12052009,8,55,8,52,0
CE,7109419922,Daniela González,23011994,41,59,41,95,1
CE,5788040368,Daniela López,12031994,99,74,99,92,1
CC,1206652039,Juan Hernández,22021993,94,98,94,50,0
CC,5411589790,Marcela García,12091995,27,53,27,22,0
TI,5111193322,Melissa Martínez,01062006,54,60,54,97,1
CE,8317235796,Juan Martínez,03011973,85,42,85,6,1
CE,1978030772,María Rodríguez,16041977,17,6,17,4,1
CE,3135808791,Manuela Castaneda,12021978,68,54,68,11,1
TI,4171305335,Manuela Murillo,11051992,54,36,54,55,1
CE,0798207918,Ana González,16011996,50,58,50,41,1
TI,9445360688,Miguel Hurtado,09091947,97,26,97,75,1
TI,2466372841,Laura Cifuentes,10011952,70,77,70,86,1
CC,2454466027,María González,10031995,91,38,91,73,1
CC,1421139892,David Cartagena,11092005,5,42,5,94,1
CC,7926269294,Ana García,19091992,85,62,85,67,0
CE,8459295375,Marcela Perez,08072007,19,24,19,15,0
TI,3197843763,Ana Cifuentes,03031990,41,20,41,45,1
CE,7931634995,David Murillo,27081999,20,32,20,52,1
TI,5837445673,Juan López,11121963,18,44,18,99,1
TI,3124491318,Sofía López,12111940,47,75,47,83,1
CC,1495179170,Daniela Cartagena,08011991,47,32,47,95,0
CC,0342348600,Daniela García,16031961,17,4,17,35,1
CE,9539448239,Gabriela García,09051930,23,35,23,65,1
CC,3791460255,Carlos Cartagena,27031932,23,11,23,19,1
TI,5138747854,Marcela Cifuentes,25022001,95,24,95,6,1
TI,8048799447,Melissa Martínez,24031991,97,86,97,50,1
TI,5967396475,Carlos García,03022008,11,100,11,78,1
CE,0773306453,Ana García,03101997,17,58,17,24,0
TI,2305011527,Miguel Murillo,22071990,19,53,19,35,0
CE,1194705947,Juan García,26051925,41,59,41,94,1
CE,2706122751,Manuela Cartagena,17122005,15,20,15,58,1
TI,1077442568,Juan García,16111940,44,67,44,40,1
CE,0850313330,Sofía González,09072021,95,11,95,73,1
CC,3639096258,Melissa López,17011952,5,86,5,3,1
CC,9221265596,Manuela González,03021957,97,45,97,6,1
TI,8986899659,Melissa García,23121990,5,93,5,73,1
CE,2879820201,David Hurtado,07032001,99,36,99,94,1
TI,3330726746,Carlos González,28102006,97,32,97,94,1
CC,6304817024,Marcela Castaneda,21041911,25,60,25,35,1
TI,5528637937,Manuela Rodríguez,25111997,97,10,97,93,1
TI,9302546872,Miguel Hurtado,02041925,81,26,81,83,1
CE,6985617689,Ana Hernández,18021930,8,47,8,19,1
TI,3624907128,Gabriela López,26081990,86,10,86,36,1
TI,6655857987,Ana Perez,10112006,19,16,19,92,1
CE,0858009504,Laura Cartagena,26042007,54,45,54,40,0
CC,3521982380,Luis Rodríguez,18102002,19,44,19,11,1
TI,5268256816,Gabriela González,10121997,76,99,76,54,1
CE,8004455973,Melissa Hernández,22121992,68,87,68,34,0
CC,4593217960,Laura López,08052009,95,36,95,93,1
CC,6090168602,Ana Hernández,05062002,94,52,94,43,1
CC,5564731840,Luis Murillo,07052000,76,78,76,95,0
CC,3031274159,Laura Cartagena,18092002,50,24,50,42,0
CE,2849100913,Carlos Castaneda,10051998,54,21,54,10,1
CE,2922685957,Daniela Rodríguez,16081998,41,78,41,90,1
CC,2546832356,Melissa Martínez,10081997,47,52,47,97,1
CE,2712683239,Luis Martínez,06122002,52,62,52,67,0
TI,3545786590,Luis Hernández,27032005,11,40,11,93,1
CE,4185561551,Marcela Martínez,02081929,76,22,76,26,1
TI,2723421184,María Perez,21031990,85,42,85,86,1
CC,7409392247,David Martínez,01121996,88,47,88,51,1
CE,3815180876,David Martínez,07111949,81,60,81,77,1
CC,0434784145,Carlos Murillo,02082005,5,92,5,97,1
CC,3466613091,Sofía Martínez,18092008,91,65,91,25,0
CE,1287516502,Sofía García,21081963,54,86,54,94,1
TI,9694136581,Laura Cartagena,25071992,76,30,76,54,1
TI,5846436736,Manuela Hurtado,01112008,70,93,70,60,1
TI,7857867389,Gabriela Murillo,09021998,54,65,54,10,1
CC,8021461439,Miguel Hurtado,28081968,13,16,13,54,1
CE,2323042538,Juan Murillo,18042009,52,62,52,47,1
CE,0442035468,Marcela Rodríguez,06042000,13,99,13,95,0
TI,8032457239,David Cifuentes,04121940,68,43,68,32,1
CC,2343152974,María García,17051996,70,87,70,51,1
TI,5262350106,Sofía Hernández,25062001,54,1,54,78,0
CC,7894330329,David Rodríguez,17041981,54,42,54,88,1
CE,1023657646,David Murillo,10092000,47,100,47,22,0
TI,7635551831,María Cifuentes,17101940,85,19,85,87,1
CC,5054389098,María Hernández,28012006,18,68,18,95,1
TI,9394999593,Luis López,16071926,70,19,70,83,1
CE,4812478707,Manuela García,25042007,76,41,76,31,0
CE,8158780054,María Castaneda,04091995,94,35,94,36,1
TI,1733752824,María Hernández,02081999,18,90,18,100,1
CE,9702127555,Marcela Murillo,28072001,88,99,88,25,1
CC,3683243501,Ana Perez,05071964,73,38,73,10,1
CC,1923137866,Miguel Hurtado,03011991,97,86,97,19,0
CC,5295347388,Ana Martínez,22012007,99,6,99,86,1
CC,0757751676,Sofía Cartagena,04102002,15,53,15,25,0
CC,3878501457,Juan Martínez,06101993,52,24,52,94,1
CE,2075119541,Sofía Castaneda,18112003,25,24,25,54,1
CE,0085904807,Miguel Rodríguez,24082002,5,40,5,1,1
TI,5322343936,Juan Rodríguez,10022009,63,21,63,86,1
CC,2650838478,Melissa Martínez,14112002,91,51,91,45,0
TI,9653038460,Gabriela García,09051995,63,50,63,67,0
TI,9748781571,Laura Cifuentes,12041952,68,65,68,15,1
CC,7758221753,Miguel Cifuentes,04011977,5,35,5,99,1
TI,9442788100,Luis Castaneda,26041969,97,25,97,83,1
CC,1000748285,Sofía Martínez,16061951,86,15,86,47,1
CE,0591557667,David Cifuentes,02051994,73,52,73,15,0
CC,0919529757,Gabriela Cartagena,25032003,81,93,81,19,0
TI,4538428520,Laura González,02102002,88,16,88,68,1
CC,3935409750,Melissa Martínez,09111949,5,54,5,38,1
CC,8494620584,Daniela Martínez,24031936,8,22,8,25,1
TI,1678754872,Juan Rodríguez,03011935,25,68,25,50,1
TI,3666108117,Marcela Hernández,15091994,88,92,88,34,0
CE,8399645231,Daniela Perez,28122002,88,83,88,13,0
TI,1714026482,Gabriela Castaneda,09062007,47,74,47,62,1
TI,7728787672,Melissa Martínez,22082003,18,79,18,43,0
TI,6700702050,Marcela Perez,26031994,88,79,88,19,0
TI,5364413034,Gabriela González,19091927,52,52,52,25,1
CC,8533042034,Sofía Cifuentes,27111992,86,73,86,90,1
CC,6107475273,Sofía Cifuentes,12112003,27,13,27,81,1
CE,9947939392,Sofía López,06102004,44,29,44,3,0
TI,2342002345,Manuela Perez,25021998,52,74,52,73,1
