tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia
CC,1287782959,María Hernández,28091944,17,41,17,54,0
TI,2018696110,Sofía Hurtado,28041998,23,88,23,4,0
TI,1402882141,Gabriela Martínez,22081997,66,95,66,68,1
TI,0834999689,Laura Murillo,07091945,88,98,88,60,1
CC,0879952746,Luis González,22011994,86,81,86,83,1
CC,4397746476,María Cartagena,24031956,81,52,81,31,0
CE,7665144199,David González,12081937,85,77,85,74,1
TI,5557108827,Manuela González,24121986,85,60,85,95,0
CC,7524706152,Carlos García,08011946,70,40,70,36,0
CE,7245270974,Juan Perez,03121986,50,29,50,22,1
CE,1488819651,Gabriela Martínez,03111967,23,88,23,95,1
TI,6138992166,Laura García,09051998,73,81,73,34,0
CC,1508379438,Marcela Cartagena,24091957,17,54,17,78,0
CE,8425648056,María Hernández,08061935,81,58,81,38,1
CE,5694327873,Melissa González,09101986,86,99,86,32,0
CE,9228928911,Manuela Hernández,09032002,20,53,20,29,0
CC,4692398539,Miguel Castaneda,07121965,5,100,5,36,1
CC,5648228974,Carlos López,17031983,44,98,44,87,0
CE,6926655347,Sofía López,22011950,63,32,63,91,0
TI,4781293434,Carlos González,17021981,95,19,95,92,0
TI,8832622597,David Castaneda,03021945,73,59,73,68,1
CE,3359163878,María García,14052007,97,30,97,19,0
CE,8439942592,Marcela Cifuentes,25011939,54,92,54,38,0
CC,7184431382,Laura García,08031983,97,36,97,90,0
TI,9875981323,Juan Perez,08011976,54,50,54,42,1
TI,1817150656,Juan Perez,07051936,41,38,41,50,1
CE,7920044817,Daniela Castaneda,14032007,68,43,68,53,1
TI,8230920884,Manuela González,08071968,20,95,20,78,0
CE,9030147929,Marcela Cifuentes,08051995,20,95,20,55,1
CE,7273922234,Luis Cifuentes,21071992,68,20,68,11,0
CC,5682749792,Melissa Rodríguez,28081985,27,59,27,22,0
TI,6964804863,María Murillo,20011955,27,79,27,97,1
CC,8459296393,Laura Rodríguez,19061985,47,31,47,83,0
TI,5362348848,Manuela Cifuentes,28051935,13,59,13,1,1
CC,9534370201,María Castaneda,22042000,86,36,86,25,0
CE,4617052191,Manuela Castaneda,12121981,76,15,76,86,1
CE,9655782624,Laura Perez,22111970,27,54,27,55,0
TI,5071613892,Ana Murillo,17101962,50,15,50,78,0
CC,1972345065,Carlos Cifuentes,28081964,52,41,52,83,1
CC,2904597941,Manuela González,06052006,20,87,20,42,1
TI,6800322421,Melissa Martínez,07051980,50,73,50,99,1
TI,0544287837,Juan Murillo,20061981,86,93,86,32,0
CC,9301160534,Gabriela Cartagena,10121991,17,25,17,22,1
CC,8151049554,Miguel Cifuentes,26121988,41,44,41,10,1
CC,0060176568,Gabriela Castaneda,18091984,19,2,19,77,0
TI,9567839843,Marcela González,18101997,19,13,19,20,1
TI,8414856837,Marcela González,01091930,94,91,94,81,0
CC,3683411143,Manuela Rodríguez,07021954,70,41,70,16,0
CE,7673795892,Ana García,08051947,97,44,97,1,0
TI,9437130092,Juan Cartagena,12011932,52,93,52,16,1
CC,0141623483,Juan Cartagena,24121976,20,20,20,62,1
TI,3330302015,Ana Castaneda,12081932,15,45,15,1,0
TI,5735689120,Melissa Castaneda,16071942,17,24,17,36,0
TI,3525396906,Juan Murillo,24041927,94,62,94,51,1
TI,4172853487,Miguel Cifuentes,17121914,85,15,85,73,0
TI,3886326466,Gabriela Perez,18121965,76,86,76,34,0
CC,6321074988,Carlos González,08051965,50,92,50,53,0
CC,1064462045,Miguel Cifuentes,01081927,41,20,41,68,0
CE,3055433022,María Cartagena,23122008,20,2,20,15,1
CC,2247126614,David López,20071934,8,10,8,35,0
CE,5832383498,Luis Martínez,14051944,27,36,27,78,1
CE,8619390800,Laura López,12122005,23,92,23,43,1
CC,2597999938,David Castaneda,26091941,8,58,8,60,1
TI,3640101812,Juan Castaneda,14051998,8,95,8,100,1
CC,0441691887,Luis Martínez,18061942,81,75,81,42,0
CE,7672550158,Ana Hernández,08081944,68,42,68,40,1
CC,8373110713,Juan Hernández,17071946,19,100,19,20,1
CE,2413087336,Laura Perez,19021928,85,68,85,60,1
CE,2863532182,Marcela Hernández,02071970,97,58,97,31,0
CE,2866333741,Carlos Martínez,19032002,95,11,95,2,0
TI,1170341333,David Cartagena,26121928,91,83,91,11,1
CE,8671745352,Daniela Hernández,23061984,70,45,70,81,0
TI,3573770896,Daniela Martínez,05091961,66,1,66,3,1
CC,0712167877,Marcela Perez,22051984,50,3,50,99,1
TI,3740797900,Manuela Rodríguez,14021952,41,77,41,83,0
TI,8135233695,María Perez,26082003,13,50,13,19,1
CE,4274511090,Manuela García,01041932,5,92,5,45,1
TI,5930038826,Luis Murillo,11101968,19,4,19,55,0
CC,6093430389,Laura Hernández,27042009,54,19,54,55,1
CC,5333694386,Carlos Cifuentes,26011960,20,95,20,19,0
CC,5076285154,David González,05091997,11,62,11,95,0
CC,7039194047,Sofía Hernández,11081975,63,24,63,58,0
CE,4054816416,Miguel Cartagena,08061944,97,94,97,74,0
TI,3857081957,David Perez,15091952,52,81,52,92,1
CC,6612075235,Ana González,12101933,52,44,52,94,0
TI,1506264957,Melissa Hurtado,25071975,86,19,86,60,1
CC,4918049248,Laura Hurtado,18061944,25,45,25,25,1
TI,1800599466,María Rodríguez,02051959,95,90,95,24,1
CC,9439429466,Juan Murillo,18041938,19,20,19,83,0
CC,1920866814,Ana Cifuentes,15011998,63,22,63,75,0
CC,1315363342,Luis Murillo,13031971,11,2,11,25,0
TI,1185068633,Luis García,24101977,73,88,73,53,1
TI,9037956072,Laura Cifuentes,12111979,20,59,20,97,1
CE,0419370971,Marcela Hurtado,09101942,73,73,73,16,0
TI,4732259949,Luis López,22011928,41,79,41,97,0
TI,2389181982,Gabriela Murillo,13012006,99,21,99,95,0
CC,7859585490,Carlos Cartagena,07031955,15,47,15,21,1
TI,2381488867,Sofía González,18061937,20,47,20,62,0
CE,5153376871,María Castaneda,10071975,73,16,73,94,1
TI,9840690551,Ana Rodríguez,23061947,95,97,95,21,0
CE,0405986365,Melissa Murillo,26031954,41,47,41,6,1
CC,4641711260,Marcela Hernández,20061945,23,51,23,94,0
TI,3605907964,Manuela Hernández,03051944,47,2,47,13,0
TI,6093466165,Juan López,20061961,66,22,66,32,1
CC,9826971921,Manuela González,26041943,52,77,52,40,0
TI,8723918614,Laura Rodríguez,26041979,68,78,68,59,0
TI,2047709327,Sofía Hernández,06021970,18,100,18,60,1
CC,6970094994,Marcela Rodríguez,01121958,13,95,13,19,0
CC,8480767899,Sofía Perez,06091985,94,62,94,90,1
CC,7660089576,Ana López,07021979,76,21,76,11,0
CE,2515604027,Marcela González,03041971,81,60,81,41,1
TI,2297443772,Juan Murillo,19011933,99,67,99,91,1
CE,5407406922,Manuela Cifuentes,08091968,91,47,91,83,1
TI,8850599210,Juan González,06101980,18,98,18,24,0
CE,8122303463,Manuela Hernández,20101994,5,95,5,58,0
CC,9040645523,Miguel López,10091956,47,94,47,86,0
TI,7205927435,Laura López,12061931,23,36,23,2,1
CC,4133542828,Gabriela Martínez,01082002,50,59,50,22,0
CE,7379288093,Daniela Perez,09121948,23,13,23,87,0
CC,5510709910,Luis Perez,01051967,63,99,63,20,1
TI,2253496747,Luis López,17061934,54,81,54,74,1
CE,8624392202,Gabriela Hurtado,14101986,17,50,17,59,1
CE,4901788037,Marcela Hernández,08111943,73,4,73,35,0
TI,7992370188,Daniela García,28011927,63,51,63,29,0
CC,1582357970,Ana González,14011954,18,55,18,98,0
TI,8177905606,Melissa García,04011924,23,36,23,15,0
CC,4697881685,Daniela Cifuentes,13021933,97,78,97,91,1
TI,6525494314,Gabriela Castaneda,11051939,44,41,44,88,1
CE,8138757328,Luis Rodríguez,27071981,17,83,17,97,1
TI,1027814718,Luis Castaneda,21012005,81,2,81,32,1
CC,2074266173,Miguel Martínez,23031924,50,36,50,88,1
TI,0976990506,Daniela Hurtado,12041990,18,95,18,65,0
CC,7201702769,Melissa López,12051998,76,36,76,86,1
TI,8478379711,María Hernández,05021950,44,94,44,24,0
TI,9213058634,Manuela García,10021984,66,25,66,53,1
TI,3762272124,Sofía González,27032021,20,100,20,6,0
CC,4925484681,Melissa Castaneda,03021973,99,78,99,22,1
TI,8233484843,Marcela Martínez,24012003,88,41,88,31,0
CC,4890623439,Melissa Murillo,13021958,27,75,27,34,0
CE,8452334443,Manuela González,20012003,5,83,5,54,0
CC,6592260794,Daniela Murillo,16042003,25,74,25,34,1
TI,5394438762,Carlos Martínez,22081965,63,15,63,90,1
TI,3054840318,Luis Perez,01011983,13,26,13,83,0
TI,5419068775,Gabriela Cartagena,23051945,13,68,13,26,0
CE,7761276404,Gabriela Murillo,25041971,52,60,52,2,0
CE,2291139934,Miguel Hernández,27061933,27,79,27,60,1
CE,4990114600,David Hernández,08111941,73,44,73,78,0
CC,4251547724,Sofía García,14031979,41,91,41,74,0
TI,3410171446,Laura Martínez,05051977,15,79,15,53,0
CE,3463435262,Melissa López,06051932,94,91,94,13,1
TI,9441237315,Miguel Cartagena,01091979,94,10,94,6,0
CC,5580161657,Carlos Martínez,11091988,70,65,70,26,1
TI,2271057115,Gabriela Perez,28091925,97,79,97,22,0
CC,8146047169,Ana González,19061997,97,32,97,68,0
CC,1677092540,Marcela Castaneda,20101937,23,21,23,40,1
TI,8613870622,Ana Murillo,13101986,95,59,95,74,0
CC,1911237373,Gabriela Cartagena,03091986,95,52,95,98,0
CE,8521445105,Manuela Perez,19021966,13,60,13,100,0
CC,2841894501,David Martínez,05101953,5,36,5,47,1
CE,9542427116,Sofía Hurtado,19091982,66,29,66,55,1
CE,8885705435,Daniela Martínez,01022004,54,83,54,92,0
CE,5079171285,David Cifuentes,28041924,44,67,44,35,0
TI,0864301731,Sofía González,11081963,52,21,52,4,0
TI,0643098013,Miguel Martínez,27031965,68,41,68,44,1
CE,1276145916,Daniela Perez,15101970,41,51,41,83,1
TI,7331669167,María García,22071968,68,77,68,44,1
CC,9008506927,Gabriela Martínez,14081945,54,30,54,10,1
CE,4513781120,Melissa Castaneda,08121996,41,31,41,3,0
CE,8951238461,María Castaneda,07031951,19,32,19,97,1
CC,1350364414,Laura Cartagena,27092000,97,93,97,11,0
CE,3098111534,María Hurtado,13122009,17,51,17,3,0
TI,1895670446,Melissa Martínez,06061986,99,32,99,29,1
CE,7232809831,Marcela Castaneda,04081967,5,4,5,42,1
CE,7213953273,Daniela Perez,04041953,76,51,76,52,1
TI,1400792423,David Martínez,20091939,23,47,23,42,1
TI,9083061416,Sofía Hurtado,18121955,81,95,81,22,1
CE,1864528095,Laura Murillo,19072006,17,40,17,58,1
CC,7683543822,Gabriela García,04081921,95,60,95,41,1
CC,2308318843,Juan Martínez,21111959,23,35,23,97,0
CE,4179706437,Gabriela Rodríguez,14051925,15,38,15,52,0
TI,3860650256,David Hernández,03071975,99,65,99,43,0
CE,5190346385,Ana López,22091977,50,38,50,44,0
CC,7659522975,Gabriela Rodríguez,01111947,50,11,50,65,1
CC,2881600730,Miguel Cifuentes,04011988,70,87,70,44,0
CC,0381448391,Sofía García,16091978,8,93,8,75,0
CC,6040075781,David Hernández,03092006,81,43,81,54,1
CE,6970102927,Luis Hernández,04012004,99,65,99,54,1
CE,7459823222,Sofía Castaneda,09112008,99,13,99,29,0
CE,0418416749,Ana Rodríguez,20111980,8,11,8,91,0
TI,0438040540,Marcela Cartagena,19081966,52,41,52,88,1
CC,0447344356,Manuela Perez,09061950,76,11,76,6,1
TI,0418681936,Luis Cartagena,09061969,13,90,13,15,1
TI,2880790925,Manuela Castaneda,16111953,85,54,85,93,0
CE,2488630734,Laura López,18042013,76,21,76,59,1
TI,9976114162,María Cifuentes,11011995,88,79,88,41,1
CC,3322064483,Daniela Perez,19091923,70,93,70,47,0
CC,9175972891,Melissa Martínez,12011925,52,83,52,4,1
CE,4898863757,Daniela Rodríguez,11111972,63,55,63,31,1
CC,3239202830,Manuela Rodríguez,12082018,15,30,15,21,1
CE,2587208333,Ana Hurtado,10022014,70,86,70,13,1
CE,1065670724,Ana Murillo,24081983,88,88,88,90,1
CE,8947081290,Carlos García,01021945,70,43,70,100,1
CE,1581220106,Ana Hernández,16062001,86,24,86,94,1
CE,6141883704,Daniela Cifuentes,16061984,70,88,70,90,1
TI,1038905120,Sofía Rodríguez,27051964,70,25,70,74,1
CE,3166375687,Luis González,06112000,86,95,86,92,0
CC,8779948952,María González,02031928,41,21,41,88,1
TI,8374538143,Marcela Hurtado,21101980,41,58,41,54,1
CE,7225875969,María Martínez,03011927,70,35,70,38,1
CC,2400801289,Laura Martínez,26111934,91,75,91,22,0
CE,7063256210,Carlos Hurtado,12091963,73,65,73,24,0
CC,4942187574,Sofía Hernández,26101968,86,6,86,62,0
TI,9375872851,Daniela Rodríguez,28121929,99,55,99,55,0
TI,4547548489,Carlos García,21051967,95,13,95,77,1
CC,8701152696,Luis Martínez,28021931,41,35,41,97,0
TI,4318700881,María Cartagena,27041991,73,36,73,11,0
CC,3990676142,Juan Hurtado,11041985,23,75,23,51,0
TI,1950642180,Manuela Rodríguez,07111949,52,87,52,50,0
TI,6343131143,María Rodríguez,21101966,8,29,8,43,0
CE,1135475910,Laura Cifuentes,06041988,76,79,76,11,1
CE,5775401933,Juan Murillo,12101963,17,58,17,86,1
TI,3264824641,Daniela López,03062000,13,24,13,1,0
CC,7150234917,Gabriela García,09071983,86,91,86,29,1
CE,5318095104,Carlos Cartagena,02081991,85,90,85,2,0
CE,9427631488,Juan Cifuentes,03041970,86,68,86,19,0
TI,6030655527,Carlos Perez,13021941,97,43,97,81,0
CC,3347710305,Manuela Hernández,19121941,47,6,47,34,0
TI,5621777357,Marcela Hurtado,19011946,52,50,52,87,1
CE,5200606800,Sofía Castaneda,04051962,52,97,52,38,0
CC,3531173206,Marcela Martínez,21121936,99,73,99,42,1
CE,8176937609,Carlos Cartagena,09071932,15,30,15,42,0
TI,9228457774,Manuela Cartagena,28021985,18,30,18,83,0
TI,8635391379,Manuela Castaneda,08011930,52,24,52,24,0
CC,4253478016,Gabriela Hurtado,04121975,52,3,52,32,0
CE,9889388802,Ana Hernández,19071997,11,21,11,95,1
TI,5172088857,María Hurtado,28061934,63,1,63,30,1
TI,8416682321,Gabriela Martínez,22031989,76,40,76,74,1
CC,4474742412,Melissa Murillo,03031951,44,43,44,3,0
CE,0727073739,Melissa Murillo,06072001,25,78,25,4,1
CC,8166893942,Marcela Cartagena,08061942,86,100,86,29,0
TI,2109359806,Ana Martínez,19091994,17,54,17,3,0
CC,4348017759,Luis González,25011950,73,54,73,51,0
CE,9344784598,David Cifuentes,02011933,99,38,99,94,1
TI,1452529045,David Cartagena,02041958,13,87,13,36,0
CE,1833733490,David Hernández,02031981,68,67,68,32,0
TI,5876629710,Daniela Hernández,11041942,25,91,25,81,1
CC,1862875013,Laura Rodríguez,17051954,99,94,99,3,1
CC,4741522534,Laura Rodríguez,27071945,18,88,18,81,0
CC,8913124965,Carlos García,05091963,52,1,52,43,1
CC,9358264502,Gabriela Hernández,16111958,15,30,15,60,0
CE,7585590423,Juan González,04121952,63,31,63,13,0
CE,9669987078,Juan Martínez,27101954,85,35,85,36,1
CC,5044250517,Gabriela Castaneda,26061941,41,74,41,26,0
CE,7533275709,Gabriela Cartagena,05091964,91,29,91,45,1
CE,6735088406,Carlos Perez,13081930,25,36,25,20,0
CE,6186074488,Daniela Castaneda,08092008,27,90,27,94,0
CC,9639400844,Gabriela López,12051960,85,83,85,54,0
CC,5918633795,Manuela Castaneda,18091939,8,3,8,78,0
CC,3633773432,Sofía García,25091984,44,54,44,4,1
CC,2726933291,Laura Castaneda,09012008,17,87,17,6,1
TI,8170601576,Daniela Castaneda,20031926,44,22,44,6,1
CC,8191742422,David Murillo,05101938,97,31,97,3,0
CC,7810375811,Ana Hurtado,21061968,94,75,94,79,0
TI,5279751403,Sofía Cartagena,05081959,88,99,88,59,1
CE,1966579582,Ana Castaneda,11012008,20,44,20,1,0
TI,9880311057,Laura Hurtado,22031961,91,24,91,100,0
CC,0272670522,Laura Rodríguez,13041924,76,44,76,65,0
CE,2743939857,María García,02031958,88,50,88,77,1
TI,3700842672,Laura Rodríguez,23072015,27,42,27,81,1
TI,7254055438,Manuela Hurtado,05091978,25,67,25,91,0
CC,6227684111,Laura Castaneda,23071991,91,50,91,29,0
CC,2692661723,Daniela González,26111958,54,67,54,31,1
CC,1808204069,Gabriela Cifuentes,08111985,8,97,8,75,1
CC,9618481917,Ana Martínez,25022001,5,36,5,50,1
CC,7499271416,Melissa García,27022005,54,51,54,58,0
CC,9769808240,Daniela González,11021932,85,20,85,16,0
CE,5357601982,Melissa Hurtado,05051931,91,67,91,16,1
CC,0367717043,Laura Murillo,09101939,86,38,86,86,1
CC,4406875185,Manuela Perez,20111962,44,99,44,100,0
CE,8543747482,Luis Castaneda,27011943,76,45,76,58,0
CE,7410826006,Juan Castaneda,19032011,95,41,95,90,0
CC,7939126422,Luis García,06071929,97,19,97,24,0
CC,9533624576,David García,21021977,63,73,63,58,0
CE,1737673361,María Castaneda,01011969,99,87,99,95,1
CE,6007211172,María Hurtado,21061949,95,1,95,83,1
CC,6801932196,Luis Perez,01062007,8,42,8,68,0
CC,2268551623,Luis Cartagena,15061984,85,30,85,21,0
CC,8753030941,Luis Castaneda,10061968,99,10,99,19,0
CE,1194123735,María Hurtado,07091977,99,2,99,62,1
TI,0762206160,Ana Hernández,05091947,13,32,13,45,1
CC,4050751877,Ana Castaneda,02082004,91,31,91,65,1
CE,1457371368,María García,28061972,17,32,17,24,1
CC,8158170168,Melissa Perez,03051988,63,59,63,6,1
CE,4451779722,Carlos Castaneda,19111938,17,6,17,78,1
CE,6295406661,Daniela Martínez,14121927,68,68,68,22,0
CE,1598250975,Daniela Martínez,07101994,73,67,73,62,0
CE,6668057473,Luis Hurtado,02121981,99,34,99,97,1
CE,3414005279,Daniela Cifuentes,20032008,91,98,91,95,0
TI,9260309744,Luis Hurtado,15101963,18,62,18,26,0
TI,5402469916,Gabriela Rodríguez,25091977,66,1,66,11,1
CC,0874613846,Melissa Cifuentes,18122006,27,31,27,86,1
CC,1170845252,Daniela Hernández,11052009,13,83,13,10,0
CC,6897015216,María Castaneda,07091940,50,50,50,68,0
CE,0739180214,María Hurtado,01041931,41,60,41,95,1
CC,3349820009,Ana Rodríguez,24052002,25,78,25,45,0
CE,1421411397,David Murillo,12061986,66,31,66,78,0
TI,4876335578,Gabriela Cartagena,24111981,88,35,88,90,0
CC,9638807960,Carlos González,07101958,95,62,95,32,1
CE,9712277137,Laura Hernández,20011953,66,62,66,10,1
CE,2855441590,Ana Murillo,27102017,97,19,97,74,0
CC,5034030055,Manuela Hernández,17111938,11,55,11,68,0
CC,8176486350,María González,10052000,8,44,8,74,0
CC,1944897015,Sofía Hurtado,26021970,27,44,27,73,0
TI,8294533321,Sofía Cartagena,28121925,11,88,11,32,0
CC,0701059178,Melissa Hurtado,17081966,17,90,17,74,0
TI,7404866084,María Martínez,20121929,25,54,25,58,0
CE,7353089403,Ana Perez,06031999,25,20,25,58,0
TI,1077014344,David Rodríguez,04011953,8,95,8,31,0
CC,9262137784,Luis Murillo,26111986,73,24,73,26,0
CC,2847239800,Juan Murillo,21061990,91,34,91,41,0
CC,3912331392,Carlos García,11091989,63,36,63,2,0
CC,7351941605,Marcela Hurtado,13072003,54,59,54,91,0
TI,1800439059,Melissa López,28061904,94,88,94,52,1
TI,6778966173,Miguel Perez,21061979,88,20,88,32,1
CE,9391472533,Juan Martínez,17061932,63,22,63,40,1
CE,1566929649,Miguel Cifuentes,23051978,94,86,94,43,1
CE,7338039337,Miguel Rodríguez,23091967,91,41,91,47,1
CC,5289716170,Marcela Rodríguez,10041957,23,62,23,74,1
CE,2444792046,Juan Perez,04101950,15,42,15,35,1
CC,9067867548,Melissa Murillo,08111985,17,1,17,45,1
CC,3437351954,Marcela Perez,24041981,15,24,15,81,1
TI,8289471330,Gabriela Rodríguez,10031949,95,93,95,20,0
TI,2832073985,Gabriela Castaneda,14071990,27,29,27,10,0
CE,2187657113,Gabriela Hernández,08121997,70,19,70,35,1
CE,6469850871,Miguel Cartagena,27011954,81,44,81,67,0
TI,3143220697,María Hernández,11081958,5,15,5,51,1
CC,5173488717,Laura Murillo,27071978,23,50,23,83,0
CE,8094672293,Gabriela Murillo,10061979,81,60,81,90,0
TI,8601803576,Melissa Cartagena,14101961,18,10,18,81,1
CE,2722300076,Gabriela González,10051989,68,41,68,32,1
TI,6138840136,Daniela Perez,12061985,52,59,52,44,1
CE,3331537890,Marcela Perez,28042003,47,51,47,74,1
CE,5289291012,Miguel López,14011964,17,30,17,50,1
CE,8251745051,Melissa Cartagena,02041976,44,36,44,52,1
TI,6603919010,Manuela Cifuentes,23031944,68,20,68,87,0
CE,9336009784,David Martínez,03031958,99,13,99,20,1
CE,9205958505,Daniela Martínez,07071964,13,58,13,16,0
CE,1533352206,Luis Martínez,03121974,41,95,41,60,1
CC,9801628275,Juan Castaneda,09071974,63,94,63,100,0
TI,0532543040,Juan Cifuentes,08121971,54,74,54,38,1
TI,5351532989,Manuela Rodríguez,17101957,13,54,13,91,0
CE,2387678561,Luis López,11041992,25,58,25,60,1
TI,7954521194,Daniela Perez,20101983,86,30,86,51,0
TI,5953534178,Gabriela Castaneda,03091995,97,31,97,6,0
CE,1813115149,Miguel Martínez,19101933,5,97,5,36,0
CE,0857628747,Juan Hernández,06091941,23,99,23,65,0
TI,9142397014,Marcela Cifuentes,16011947,18,10,18,29,0
TI,2786311892,Daniela Perez,23081922,70,43,70,87,0
CC,6845504485,Luis Cifuentes,08111984,11,15,11,55,1
CC,3415957902,Ana Cartagena,22052003,86,98,86,93,1
TI,3239833069,Luis Murillo,24121981,95,21,95,75,0
TI,1370646541,Manuela Castaneda,27041969,8,75,8,22,0
TI,1815754357,Melissa Cartagena,14042005,91,87,91,41,1
CE,8589412859,Sofía Rodríguez,26121968,95,92,95,41,0
TI,0825933827,Luis Hurtado,09111991,20,67,20,20,0
CC,7043434962,Sofía Cartagena,20011941,88,19,88,24,0
CC,1554285459,Ana López,22081927,13,26,13,2,1
CC,5690400305,Gabriela Cartagena,03021999,63,87,63,43,1
CC,5868403457,Daniela Rodríguez,06051951,13,99,13,47,1
CE,6526049328,David Castaneda,22051981,66,35,66,36,0
TI,4495567455,Ana García,11061949,76,29,76,58,1
CC,6923425307,Manuela Cifuentes,23042000,20,97,20,38,1
TI,3414454174,Manuela Rodríguez,21041969,27,58,27,59,1
CE,4755750685,Sofía González,05011992,17,74,17,51,1
CC,6623947517,Melissa Rodríguez,19081941,85,78,85,53,0
TI,1764446451,Luis Rodríguez,22071972,41,68,41,88,0
CE,3910939033,Miguel García,10051994,88,40,88,74,0
TI,8987491275,Melissa Martínez,14091954,25,35,25,67,1
TI,1766429649,Manuela González,22052000,23,32,23,73,0
TI,3225506830,Laura González,18092008,66,16,66,20,1
CE,0152981373,David Cifuentes,08011942,86,87,86,25,1
TI,8623465024,María García,05112005,94,30,94,32,0
CE,5811745826,María Cartagena,01081954,5,68,5,92,1
TI,3675602846,Marcela Castaneda,25071970,54,24,54,60,0
CC,3852505980,Sofía González,12051950,88,87,88,32,1
CE,5008718941,Sofía Hernández,25022002,52,75,52,83,0
CC,6046563643,María Rodríguez,25071949,99,31,99,75,0
CC,0810290227,Melissa Cartagena,09071937,25,29,25,31,1
TI,1245932566,Laura García,15091956,13,29,13,79,1
CE,5944987211,Gabriela González,22021964,17,97,17,29,0
CE,0183199122,David Cartagena,27121947,19,11,19,98,1
CC,3231950613,David Castaneda,04021976,94,53,94,59,1
CC,8149360142,David Hernández,13031980,68,93,68,2,0
TI,5781256108,Marcela Cifuentes,21041935,86,34,86,50,0
TI,8289507773,Miguel Hurtado,26081942,54,99,54,4,0
CC,0065551115,María Cartagena,09071979,95,83,95,78,1
CC,8357963469,Gabriela Cartagena,07111943,68,100,68,42,0
TI,2009375980,Manuela Cifuentes,08091998,97,11,97,79,1
CE,6961270739,Gabriela Hurtado,18111938,81,32,81,25,1
CC,9154935916,Miguel Perez,23091979,47,92,47,62,0
CE,3375305403,Sofía Castaneda,24021964,18,93,18,87,1
CC,7077000727,Carlos Cartagena,10122017,11,91,11,92,1
CE,8841651265,Sofía Murillo,06091973,88,45,88,60,1
CE,9667961006,Luis Hernández,04111931,88,92,88,65,1
TI,3578424930,Laura Hernández,04121987,81,74,81,11,0
CE,1411119845,Luis González,25071998,70,95,70,83,0
CC,3387033276,David López,15121940,73,99,73,77,0
CC,3364977485,Gabriela Cifuentes,28062009,44,97,44,67,0
CE,6744403950,Luis Martínez,07121952,63,24,63,43,1
CE,5568026662,Melissa Cartagena,04062000,86,13,86,24,0
CE,0819204215,Marcela Cartagena,13061984,25,15,25,67,1
TI,7102049310,Laura Martínez,16111954,54,22,54,65,0
TI,3335645132,Melissa García,28121928,5,94,5,42,0
TI,6378694403,María Hurtado,04112009,95,36,95,83,0
CC,4463800292,Laura Perez,04091925,18,83,18,67,0
CC,2089091548,Luis Hurtado,20092008,76,24,76,91,0
TI,8570447137,Sofía Cartagena,12031958,5,94,5,62,0
TI,1308395068,David Rodríguez,13071988,94,25,94,34,0
CE,7352600791,David García,18081961,8,1,8,30,0
CC,0609004477,Ana Martínez,05071926,41,47,41,35,1
CE,9293513160,Carlos Martínez,05011972,88,75,88,34,1
TI,5431252225,Gabriela López,27092001,81,22,81,32,1
CC,8983593677,Gabriela Rodríguez,06071982,20,44,20,95,1
CE,1154855351,Luis Perez,27081925,27,52,27,73,1
CE,2732607062,Carlos Castaneda,22021935,8,4,8,87,1
TI,8663048433,Daniela Rodríguez,19022008,41,16,41,97,0
CE,9274266981,Carlos Cartagena,06031942,86,73,86,77,0
CC,2062854118,Marcela González,22121938,85,25,85,73,0
CE,5714704492,Ana Murillo,10012001,17,30,17,99,0
CE,7101220872,Gabriela Castaneda,10081983,50,100,50,87,0
CC,8665089486,Miguel López,16041948,86,92,86,51,1
CE,5716806008,Marcela Murillo,15111983,54,6,54,52,1
CE,0905613814,Ana Cartagena,18031980,54,30,54,35,1
CC,5207529552,Manuela Murillo,11081965,97,99,97,50,1
TI,8270137993,María Castaneda,09041926,97,32,97,65,1
TI,3544633029,Manuela Castaneda,06061971,47,31,47,83,0
CC,9359306336,Laura Rodríguez,21091969,50,54,50,32,0
CE,3927041371,María Hurtado,17051971,85,26,85,3,0
CC,1017323612,Marcela Castaneda,22021966,18,91,18,94,1
CC,1407864867,Daniela Murillo,11021995,91,21,91,30,0
CC,6310550207,Laura González,03101974,86,2,86,21,0
TI,8374212942,Manuela Rodríguez,24011936,68,67,68,90,1
TI,8673927149,Gabriela Martínez,06011995,5,35,5,58,1
TI,0240222247,Carlos Hurtado,17111946,17,83,17,53,1
TI,9713458011,María González,23121951,15,94,15,53,1
CE,6603932789,Miguel Cartagena,01101932,66,52,66,2,0
CE,1658704885,Miguel Rodríguez,22011926,94,3,94,55,0
CC,6548758499,Laura Murillo,26042001,66,10,66,38,0
CE,4235355457,Melissa Hernández,02111944,76,79,76,24,0
TI,3370109675,Gabriela García,15081967,27,65,27,31,0
TI,0079286890,Ana Hernández,06031934,97,100,97,98,1
CE,7639169837,Melissa Castaneda,20051966,13,100,13,3,1
CC,2015247250,Gabriela Cifuentes,07091962,17,90,17,90,1
CE,3387328882,Melissa Martínez,12021968,15,78,15,4,0
CE,8869482577,María Castaneda,26041959,94,16,94,79,0
CE,6671468657,Daniela Hernández,11121988,85,50,85,77,0
CC,7331496438,María Martínez,09101971,50,20,50,83,0
CE,0178525146,Ana Castaneda,27121987,27,38,27,94,1
CE,4156399087,María Castaneda,16101948,17,68,17,93,0
CE,6178049342,David Cartagena,01101941,97,36,97,2,0
