tipoDocumento,numeroDocumento,nombreCompleto,fechaNacimiento,departamentoNacimiento,ciudadNacimiento,departamentoResidencia,ciudadResidencia,declaraRenta
CC,9880291840,María Martínez,04051960,11,36,11,67,0
TI,0001489882,Gabriela López,27081976,91,36,91,53,1
TI,2967271143,Luis Rodríguez,05011976,20,88,20,100,0
TI,3839495927,Juan Hurtado,05101949,5,31,5,60,0
TI,7054105241,Carlos García,24111933,5,74,5,4,0
TI,7151106157,Manuela González,15081939,70,43,70,81,0
TI,0526124030,Ana Perez,22111970,68,32,68,75,0
CC,5307349321,Manuela Perez,17041977,17,94,17,83,0
TI,6124682631,Melissa Hernández,17091975,17,36,17,25,0
CC,9261082072,Carlos López,24051937,8,50,8,4,0
TI,4613667245,Daniela López,25071951,85,34,85,60,0
CE,3135132823,David Murillo,07061971,13,51,13,94,0
CE,2728505990,Marcela Cartagena,26021950,91,24,91,15,0
TI,3439372950,Marcela García,10051931,8,11,8,34,0
CE,8868348853,María López,19121965,41,22,41,11,0
TI,5542418139,Sofía Cifuentes,27011975,54,93,54,22,0
CC,8873221046,Manuela García,25091920,8,24,8,86,0
TI,5460354268,Sofía Martínez,16061948,76,41,76,22,0
CC,5088925320,Juan Perez,26051942,17,22,17,59,0
TI,0894648961,Melissa Perez,16081945,68,54,68,1,0
CC,4268330936,María Perez,02091954,47,88,47,10,0
TI,1069050372,Gabriela Perez,24121981,41,44,41,52,1
CC,2253881985,Luis Rodríguez,24021938,95,87,95,90,0
CC,6299074331,David Hurtado,10111953,13,59,13,11,0
CE,5315370923,David Martínez,22031986,19,81,19,47,1
CE,9356811869,Gabriela Perez,10011928,52,67,52,65,0
TI,1536798256,Luis González,21071941,15,1,15,10,0
TI,1581882991,Gabriela Rodríguez,05051943,94,100,94,21,0
CC,0104561229,Daniela Hernández,19061946,70,52,70,3,0
CC,2784763994,Miguel Martínez,06081971,25,88,25,3,0
CE,5230175422,Luis González,21091971,18,74,18,92,1
CC,4192150322,Luis González,24021942,70,94,70,43,0
CC,0727959921,Luis Castaneda,10081933,23,77,23,40,1
TI,6649682760,Carlos Hurtado,13041978,81,6,81,26,1
TI,1027948049,Miguel Murillo,26021940,86,92,86,79,0
CE,5265413096,Melissa Castaneda,28021957,97,20,97,44,0
TI,3648543953,Luis García,09051959,50,78,50,40,0
TI,2364966376,Sofía Perez,03011958,63,25,63,58,0
TI,6158609563,Ana Cifuentes,13111972,17,54,17,50,0
CE,2555594277,Gabriela Hurtado,07111975,86,32,86,13,0
CC,0307710447,Luis Rodríguez,20071951,76,38,76,94,0
TI,6448188979,Melissa Hurtado,11101959,50,15,50,4,0
CE,4599753064,Ana López,19041928,15,52,15,59,0
CE,1487080258,Daniela Rodríguez,14051951,88,93,88,55,0
CC,3163014553,Melissa Cifuentes,08101957,76,62,76,88,0
TI,8863326785,Ana Hurtado,03031952,15,31,15,45,0
CC,4745283958,Miguel Hernández,12031963,70,81,70,29,0
TI,8651963705,Laura García,27031942,86,41,86,26,0
TI,6605040667,Melissa Rodríguez,25111970,91,26,91,93,0
CE,0909154785,Laura Hurtado,09041977,13,6,13,32,0
CC,7834075918,Daniela Perez,01021972,19,11,19,55,0
CC,3413857835,Marcela Rodríguez,06061927,41,2,41,50,0
CE,1388717875,Sofía Cartagena,20061963,73,2,73,92,0
TI,4214422419,Daniela Hurtado,02061948,63,53,63,94,0
CE,4373332569,David Cartagena,07121977,70,53,70,10,0
TI,6949908596,Melissa Perez,07041969,94,78,94,87,0
TI,1458429618,Luis Hernández,03011949,44,100,44,100,0
TI,1517113302,Ana Hurtado,07071973,8,95,8,2,0
CC,6995578066,David Martínez,11041978,81,24,81,60,0
TI,3987274900,Manuela López,23111980,81,13,81,6,0
CC,8675555881,Carlos Cifuentes,11021952,5,97,5,36,1
CC,9670967792,Melissa Cifuentes,13091978,86,92,86,77,1
CC,6876881561,Marcela García,09081928,23,32,23,98,0
TI,0563156038,Marcela Hernández,06031946,97,41,97,34,0
TI,8107319494,Carlos Hernández,26091966,23,36,23,73,0
CE,0957840196,Carlos Martínez,03081946,18,2,18,83,0
CE,0014329882,Marcela García,25031963,66,78,66,6,0
TI,8104731766,Gabriela García,19041959,19,11,19,81,1
CE,0254679103,María Perez,23061953,41,88,41,36,0
CE,7957374606,Melissa Castaneda,25111945,94,94,94,95,0
CE,2901554595,Daniela López,20021942,8,45,8,99,0
CE,9795846775,Sofía Perez,08061909,88,83,88,29,0
TI,5647370671,Juan Cifuentes,09051971,86,95,86,59,0
CC,6404664755,Gabriela Hernández,01081964,88,34,88,26,0
CC,1140034801,David Murillo,20011955,66,22,66,30,0
CE,6004890121,Miguel Martínez,09101959,81,3,81,92,0
CE,6237730758,Carlos Hurtado,09051946,25,95,25,93,0
CC,0956537788,Melissa Hernández,23081948,94,50,94,35,0
TI,0649905117,María González,03071960,41,6,41,15,0
TI,9682051321,Ana Hurtado,03091963,66,91,66,24,0
CC,3869033147,Manuela Perez,15071947,88,55,88,52,0
TI,4358012463,María González,23081950,20,2,20,83,0
CE,1636645428,Marcela García,20091956,18,43,18,16,0
CC,5162004148,Luis Rodríguez,22051938,86,16,86,78,0
CE,6061681885,Melissa Rodríguez,04081981,47,68,47,34,1
CE,9670901549,Gabriela Rodríguez,16071939,86,51,86,1,0
CE,9606131895,María Perez,28111935,18,99,18,78,0
CC,5182212154,David Rodríguez,01031977,81,65,81,75,1
TI,9286020018,Miguel Castaneda,11101933,5,86,5,87,0
TI,4844079255,Laura López,01111950,5,21,5,98,0
TI,7119482555,David Hernández,28071971,68,77,68,90,1
CE,0968876668,Miguel López,23091973,11,47,11,19,1
CC,0748809223,Carlos Hurtado,10021972,15,19,15,93,0
CE,3013464176,Carlos Rodríguez,07071928,50,59,50,60,0
TI,5623837497,Laura González,26061953,91,31,91,19,0
TI,0935381084,Laura García,07031950,52,16,52,88,1
CC,8583148807,Carlos Rodríguez,10091944,99,30,99,30,0
CC,8132522920,Melissa Martínez,26071948,50,78,50,75,0
TI,4870212282,Melissa Castaneda,02031951,76,68,76,58,0
TI,0615011642,Luis Castaneda,15031962,99,99,99,51,0
TI,2636942845,Marcela Perez,08091939,86,67,86,43,0
TI,6536606220,Luis López,25021956,94,59,94,20,0
CE,8207343087,Sofía Perez,05091976,97,1,97,6,0
CE,1975361039,María Cifuentes,25111978,76,98,76,73,0
CE,9539335187,Melissa García,06111945,63,1,63,16,0
CC,8077423546,Luis González,20111949,85,42,85,86,0
TI,0622608477,Manuela Martínez,01111960,18,86,18,55,0
TI,6408384358,Sofía Hernández,22091977,15,62,15,78,0
TI,2846439556,Laura Hurtado,15081906,76,91,76,45,0
CC,5793814847,Ana Cartagena,18061924,88,98,88,94,0
CE,9088055690,David Murillo,26021988,52,83,52,54,1
CC,2550825421,Carlos Hurtado,18121977,94,83,94,97,0
CC,6409008363,Carlos Castaneda,14111945,95,93,95,40,0
CC,2698201726,Miguel García,24041956,11,75,11,67,0
CC,4337600853,María Cifuentes,02121980,86,22,86,32,0
CE,6699883179,María Martínez,14061930,47,68,47,34,0
CE,2654469952,María Hernández,12061945,66,87,66,81,0
TI,7976152063,Carlos Castaneda,08051963,13,38,13,15,0
CC,2893521949,Ana Cifuentes,26081954,94,75,94,79,0
CE,2316185605,Miguel Hurtado,16021979,13,97,13,97,0
TI,9711471700,Sofía Hernández,13011953,27,87,27,20,0
TI,0018507374,Marcela García,24101944,70,29,70,68,0
TI,0383390729,María Murillo,09031968,63,55,63,81,0
TI,5731535711,Daniela Hurtado,19071959,17,3,17,44,0
TI,0634182827,Luis Cifuentes,12091947,5,90,5,99,0
CE,6794361779,Ana López,27101963,44,1,44,100,0
CC,2012178589,Laura Cartagena,21051963,66,53,66,55,0
CE,3745753504,Carlos Martínez,03081967,85,29,85,78,0
TI,3637134711,Juan Cartagena,16121948,52,3,52,4,0
CC,5619618559,Marcela López,28111946,27,44,27,1,0
CE,8588077008,María Cifuentes,26101955,15,77,15,36,1
CC,4235551014,Juan Hurtado,26011956,54,88,54,20,0
CE,7244899607,Ana Martínez,03081946,99,25,99,3,0
CE,2771129794,María López,16121956,44,50,44,94,0
CC,3184696609,Juan Hurtado,23091958,88,41,88,68,0
CC,2633924498,Carlos Cifuentes,23111961,19,6,19,93,0
CC,4389910044,Ana Cifuentes,28061936,76,99,76,97,0
CE,8494034800,Luis Murillo,28071949,5,6,5,4,0
TI,5356223176,Daniela Castaneda,11061952,91,65,91,59,0
TI,4999490015,María Murillo,13081951,11,87,11,11,0
TI,4402718870,Luis Martínez,03081919,94,88,94,83,0
CE,0388709814,Marcela Cartagena,14071946,88,55,88,93,0
CC,5073820122,Ana García,17091932,88,81,88,98,0
TI,0879604074,Sofía Murillo,14071946,20,60,20,35,0
CC,6850987104,Miguel López,03061969,68,50,68,58,0
TI,6404775404,Laura Perez,11081978,97,77,97,42,0
CE,7841740586,David Hurtado,23051951,5,95,5,3,0
CC,3418029673,Luis González,13021928,11,88,11,16,0
TI,9345981036,Luis González,12091987,86,95,86,26,1
CE,7718041811,Juan García,03041957,94,55,94,36,1
CC,8699930902,Sofía Hurtado,27081936,23,95,23,62,0
CE,2049851220,Laura Cifuentes,23111943,95,81,95,97,0
TI,5899958203,Marcela López,25091985,73,86,73,44,1
TI,1125581055,David González,12081947,91,73,91,4,0
TI,5419260330,Carlos García,28121967,54,91,54,73,0
CC,1766477164,María González,02081975,73,34,73,93,0
CE,3558896616,María Cartagena,21111970,20,58,20,11,0
CC,7718099908,Manuela Castaneda,26061942,47,41,47,42,0
CC,6012652226,Ana Castaneda,20081938,52,21,52,45,0
CC,0083768332,Melissa Rodríguez,14091939,52,94,52,86,0
CE,0976192958,Daniela Cartagena,26011948,15,68,15,98,1
TI,2357946961,Daniela López,09031926,25,90,25,93,0
CC,5416542961,Juan Cartagena,26101946,17,94,17,95,0
CC,1376080394,Gabriela Murillo,10051950,15,2,15,25,0
CE,1176289917,Melissa Hernández,15051963,52,3,52,91,1
CE,5888744466,Miguel Hernández,15101930,66,40,66,35,0
TI,4558558379,Gabriela López,07081960,44,1,44,90,1
CC,6507545798,Gabriela López,10051977,95,52,95,81,1
CE,5370848813,Daniela Cifuentes,09061930,52,4,52,53,0
CC,0297266172,Carlos López,26101948,54,73,54,45,0
CC,8671586882,Carlos Rodríguez,14091958,47,52,47,44,0
TI,8780422083,Gabriela López,20031963,41,58,41,45,0
CC,0938405280,Luis Rodríguez,06081931,41,81,41,58,0
CC,9205433637,Ana Rodríguez,04061986,20,51,20,47,1
CE,1079381799,Luis Murillo,04101930,27,92,27,45,0
CE,3599494018,Laura García,17021946,19,42,19,2,0
CE,2956146558,Sofía Castaneda,22101931,27,93,27,92,0
TI,3383480379,Carlos Martínez,12041969,85,93,85,98,1
CE,9610528975,Juan Cartagena,09091968,23,29,23,59,0
CC,4821543231,Ana Cifuentes,13081970,5,16,5,4,0
CE,5707526606,María Rodríguez,03121946,44,45,44,77,0
CE,1040984405,Juan Cifuentes,21051926,70,97,70,34,0
CC,7092127187,Marcela López,20061938,17,47,17,53,0
CE,9051714107,Daniela Martínez,09071938,52,58,52,21,0
CC,9187284381,Marcela Hurtado,09121926,86,35,86,55,0
TI,2449551000,Luis González,28101983,13,88,13,15,1
TI,8585582616,Daniela Hurtado,28121925,97,24,97,86,0
TI,7240657303,Melissa García,09071955,5,68,5,97,0
CE,5937906341,Melissa Hernández,10101960,15,60,15,52,0
CC,4021547224,Sofía Cartagena,01081937,27,79,27,41,0
CC,2659468729,Sofía Martínez,05111945,18,79,18,13,0
CC,7061675856,Marcela Martínez,11071948,54,51,54,15,0
CE,3924713838,Miguel González,16081957,47,60,47,19,0
TI,7929981165,Melissa Hurtado,21071936,95,93,95,6,0
TI,2586690838,Gabriela Perez,21051963,76,87,76,22,0
TI,8325306177,Carlos Cartagena,08101988,94,67,94,15,1
CE,8119930921,David López,05091949,27,68,27,32,0
CC,6395138334,María Perez,17081973,50,41,50,74,0
TI,2682945830,David Murillo,24021964,50,41,50,36,0
CC,4877957189,David Castaneda,17041938,13,30,13,94,0
CE,1239347421,Laura González,24081950,19,35,19,91,1
TI,0666515305,Manuela Rodríguez,13021958,85,60,85,88,0
TI,4539150840,Daniela González,02021955,18,73,18,2,0
CC,6318289871,Marcela González,21071947,25,32,25,26,0
TI,0292613721,Juan López,09031955,76,58,76,87,0
TI,8677970512,Gabriela Martínez,20121958,50,42,50,13,0
CE,6539230381,Carlos García,16101967,86,51,86,36,0
CE,6825345193,Gabriela Hernández,01031969,20,53,20,41,0
CE,5936732494,Daniela Murillo,15111976,15,50,15,44,1
CC,1586043747,Sofía Murillo,10101945,76,16,76,91,0
CC,8069761170,David Hernández,04121946,66,100,66,75,0
CC,4622880195,Laura Cifuentes,27111969,88,22,88,59,0
CC,4025514895,María Murillo,03061954,91,26,91,91,0
CC,0618347010,María Rodríguez,08021914,76,6,76,87,0
CC,8649074770,David Perez,22101958,15,50,15,58,0
CE,6023354309,Carlos Hernández,17121959,66,97,66,100,0
TI,7277761441,Daniela Cartagena,18021964,81,79,81,88,1
CC,1397404569,Sofía González,12121924,27,4,27,30,0
TI,7711447576,Gabriela Murillo,16011963,94,90,94,16,1
CE,6811204032,Marcela Rodríguez,20071927,88,42,88,73,0
CC,9693312157,Marcela Martínez,17011938,81,67,81,10,0
TI,8178333997,Marcela Murillo,25081944,47,74,47,100,0
TI,9193902368,Manuela Murillo,02091935,54,31,54,38,0
TI,5160528325,Sofía Cartagena,27101966,15,98,15,83,1
CE,2100409081,Marcela Cifuentes,28031942,11,40,11,83,0
TI,6256708631,Melissa Hernández,14111953,63,54,63,42,0
TI,2946629261,Melissa Rodríguez,20101961,41,74,41,53,0
CE,5694466005,Daniela Cifuentes,19081958,13,15,13,22,0
CC,3980758366,María López,12101945,97,93,97,45,0
CC,8731513844,Laura Castaneda,19101950,54,86,54,68,0
CE,9948524723,Miguel Cifuentes,08121953,41,21,41,91,0
TI,7043919142,Sofía Castaneda,03081984,54,26,54,73,1
TI,4383655596,Marcela García,22031981,11,67,11,3,1
CC,9700691749,Marcela Castaneda,26081931,99,4,99,100,0
CC,6472211537,Manuela López,25121965,66,94,66,93,0
CE,1559756546,David Castaneda,03061951,15,29,15,10,1
TI,4784820426,David López,05061937,76,30,76,81,0
TI,1208478598,María López,10071949,47,83,47,35,0
CC,3404621028,Juan Cartagena,12051937,18,83,18,31,0
CE,9582226642,Juan Perez,17021924,8,20,8,21,0
TI,2298321944,Laura Rodríguez,08081944,97,77,97,73,0
CE,7544984140,Marcela Cifuentes,16101962,73,73,73,4,0
CC,7534380192,Sofía Perez,26071961,95,19,95,77,0
CE,8614030927,David González,03121940,47,78,47,55,0
TI,7246711669,Daniela Martínez,03011960,73,60,73,32,0
TI,7125278897,Luis Hurtado,06031962,17,83,17,59,0
CE,5474858642,Manuela Cifuentes,19101924,15,50,15,88,0
TI,8865208038,David Martínez,14081988,81,78,81,34,1
CE,2309824447,Gabriela Martínez,23051938,97,58,97,86,0
CE,8975893945,María Murillo,07031963,44,20,44,65,0
CE,1048853235,Daniela Cifuentes,20091951,47,78,47,16,0
CC,2852538163,Daniela Murillo,11081932,88,60,88,77,0
CE,5492497892,Miguel Hernández,23111947,50,34,50,42,0
CC,3548860254,Luis Cifuentes,12021952,68,68,68,58,0
CC,5145170826,Ana Castaneda,25071965,52,93,52,79,0
CE,3626484015,Laura Murillo,14071938,91,91,91,98,0
CE,1957035814,Melissa López,06041931,41,19,41,100,0
TI,8550566266,Juan Rodríguez,14051986,11,2,11,86,1
TI,4305847391,Sofía Cartagena,03021952,85,78,85,45,0
CC,7416983612,Gabriela López,01061953,68,35,68,67,0
CC,0508816415,Manuela Cartagena,13051928,81,51,81,36,0
TI,1935676387,Gabriela Cartagena,04111930,76,50,76,3,0
TI,1181687943,Sofía González,06091924,47,94,47,26,0
TI,4297632817,Juan Martínez,12091988,81,19,81,78,1
CC,8405271387,Laura Hurtado,19061979,41,58,41,25,1
CC,0366779442,María Rodríguez,16011983,25,91,25,91,1
CE,3187974562,Carlos Cartagena,19071974,97,54,97,1,1
CC,1800900385,Carlos Rodríguez,26071977,8,78,8,6,1
TI,9413154094,Melissa Hernández,13071944,52,29,52,67,0
CE,6439437070,Sofía Hernández,23101966,17,99,17,31,0
CC,8263272697,Sofía Perez,06071948,5,87,5,93,0
CC,8943571122,David García,09031925,94,25,94,1,0
CE,2598517362,Juan Murillo,28111950,23,94,23,91,0
CE,6726255436,Gabriela Castaneda,22111970,19,54,19,59,0
CC,8960547192,Manuela Cartagena,10061974,23,68,23,79,0
CC,0600846256,Sofía Murillo,26081948,11,21,11,13,0
CE,4627632477,Juan López,10041964,85,19,85,91,0
TI,7934982289,Gabriela Martínez,06081941,86,62,86,6,0
CC,4772501284,Ana Martínez,01101957,47,88,47,42,0
CC,0018537185,Melissa Hurtado,04081954,19,52,19,38,0
CE,7249208143,María Murillo,06021932,23,51,23,2,0
CC,2931252638,Daniela Martínez,25021939,70,79,70,4,0
CE,9272382879,Marcela Perez,21071940,94,58,94,95,0
CC,9536345252,Gabriela Hurtado,14071958,66,55,66,22,0
CE,0734263433,Miguel González,26101952,94,65,94,40,0
CE,5471177546,Sofía López,14031956,70,36,70,38,0
CC,6034880182,Melissa López,01101954,73,91,73,45,0
CC,7093796431,Marcela González,24031964,15,10,15,44,0
TI,0249679325,Luis Murillo,26041942,73,22,73,51,1
TI,9541174098,Carlos Murillo,17021985,50,74,50,91,1
CE,4487342287,María González,24121930,13,68,13,59,0
TI,3931170667,Manuela Hurtado,05041946,91,62,91,77,0
TI,5154202333,Gabriela Hurtado,13071929,85,94,85,22,0
CC,5636389816,Luis Murillo,22071945,97,86,97,81,0
TI,8713343579,Manuela Hernández,22041946,41,87,41,10,0
TI,1346076611,Luis Cartagena,24111960,88,36,88,79,0
CC,3590048652,David Perez,24121958,15,19,15,90,0
CC,0209230941,Carlos Hernández,11101939,23,94,23,31,0
CE,6741426519,Miguel Cifuentes,15011971,70,68,70,99,0
CE,3478766334,Carlos Murillo,25061973,76,95,76,93,0
CE,8189973461,Melissa Cartagena,12061982,91,60,91,2,1
TI,6865922392,Melissa García,09061939,94,43,94,53,0
CC,6998627276,Miguel López,18071951,47,55,47,88,0
CE,0728065588,Juan García,18101962,17,43,17,95,0
CE,9593269312,Miguel Martínez,25071962,13,47,13,44,1
TI,1236078260,Luis Hurtado,11011956,17,40,17,41,0
CE,9233684964,David Rodríguez,18041955,23,91,23,34,0
CE,5698045848,Melissa Murillo,11101954,19,58,19,99,0
CE,0389195991,Sofía García,28081953,15,99,15,6,0
CC,6443834333,Melissa García,04061947,97,42,97,20,0
CE,5586033079,Laura González,23031971,15,42,15,79,1
TI,0113460317,David González,12011959,25,79,25,90,1
TI,3411050940,Melissa García,02041950,19,42,19,16,0
TI,0344080460,David González,09091950,5,40,5,87,0
CC,8132369672,Daniela Hernández,07061935,11,67,11,44,0
TI,2711825117,Laura Perez,16051941,86,51,86,86,0
TI,8595705266,Luis Martínez,22071935,86,1,86,68,0
CC,2129012271,Juan Cifuentes,23031957,52,62,52,4,0
CC,4374926523,Gabriela Rodríguez,17021950,63,98,63,43,0
CE,4999267847,Laura Murillo,25041983,99,44,99,20,1
TI,6520052762,David López,16081973,20,81,20,26,1
CE,9057973672,Manuela Castaneda,20121908,68,86,68,75,0
CE,8578927459,Ana González,27021925,41,83,41,86,0
CE,4485161566,Juan López,17061960,63,87,63,78,0
CC,2226404876,Miguel Rodríguez,27071973,25,1,25,93,0
CE,9325867028,Daniela Rodríguez,02061960,54,75,54,45,0
CE,0532527094,Sofía Cifuentes,02121968,44,20,44,20,1
TI,0120132275,Juan Castaneda,08061969,85,2,85,51,0
CE,5683578391,Sofía Perez,18091961,50,97,50,55,0
TI,0589380117,Manuela Hernández,12071965,88,73,88,83,0
CE,5712673355,Manuela Castaneda,02041940,44,58,44,93,1
CE,0499744304,Sofía Perez,05071967,20,25,20,20,1
TI,0953533592,Gabriela López,06011947,17,88,17,50,0
CE,0225790252,David Martínez,27091968,73,99,73,77,1
TI,4761975914,Luis González,27101951,86,34,86,58,0
CC,1575745734,Carlos Murillo,10051971,8,65,8,45,0
CC,2880063257,María Hurtado,19051946,41,87,41,54,0
TI,9133297874,Gabriela Cifuentes,19091948,25,74,25,3,0
CE,6123992370,Juan Hurtado,23061929,99,3,99,24,0
CC,1376566886,Manuela Cartagena,11031947,81,54,81,87,1
CC,8415613768,Luis Hurtado,17031951,85,32,85,86,0
CE,5646305807,Ana Cartagena,10021925,41,42,41,52,0
TI,2165835562,Juan Cartagena,04051951,13,92,13,74,0
TI,1638364956,Marcela Castaneda,16091954,66,4,66,53,0
CC,2127358477,Miguel Castaneda,09011951,8,60,8,53,0
CC,0388928232,Gabriela García,20071931,99,2,99,73,0
TI,5633891427,Juan García,12011950,68,97,68,51,0
CE,1064287296,David Cartagena,02021958,18,68,18,73,0
CE,0118137771,Sofía Perez,06091987,8,21,8,15,1
TI,1398382417,Manuela García,13071934,88,20,88,30,0
CC,5799074718,Manuela Martínez,06041946,18,94,18,98,0
CC,3191520346,Sofía Cifuentes,19031925,8,100,8,58,0
CE,9497762992,Ana Rodríguez,08091950,27,90,27,1,0
CE,8077897857,Miguel Cifuentes,19051955,5,3,5,79,0
CE,5188556869,Manuela Murillo,08011942,70,3,70,20,0
TI,8464075702,Laura Castaneda,08111979,50,81,50,52,0
CE,8215942555,Daniela Castaneda,26041952,5,47,5,55,0
TI,4240426684,Manuela Cifuentes,08071951,66,99,66,43,0
TI,6576107326,Juan Cartagena,18071944,91,40,91,13,0
TI,6639912552,Melissa Hurtado,17101928,27,83,27,81,0
TI,8289905436,Carlos Hurtado,19021965,8,53,8,99,1
CE,0237464904,Miguel López,15101958,73,35,73,47,0
TI,6193431500,David Martínez,15021947,52,45,52,73,0
CC,2694704652,María Hernández,02011955,47,24,47,88,0
CC,1562154672,Manuela Murillo,25121926,17,2,17,44,0
CE,6608819914,Juan Martínez,11091980,15,40,15,94,0
CE,1894460023,David Hernández,01121962,70,2,70,54,0
TI,2360845885,Juan Castaneda,18011966,8,16,8,41,0
CC,1451001440,Ana Murillo,27051960,41,79,41,75,0
CC,8772917905,Juan Cifuentes,27071942,41,15,41,13,0
CC,1985201930,Sofía Murillo,17091951,91,92,91,38,0
TI,5015969430,Sofía Castaneda,02051936,13,38,13,93,0
CE,2987552936,Miguel Murillo,12121974,41,94,41,31,1
TI,1706768096,Marcela Perez,28041950,81,62,81,35,0
TI,2744091240,Laura González,19101934,94,53,94,4,0
CE,0555643514,Sofía Murillo,12101948,8,25,8,40,0
CC,5925718193,Marcela Cartagena,22051935,5,38,5,53,0
TI,1006853931,Sofía Murillo,18031948,70,65,70,16,0
CE,0807404275,Luis Hernández,04061964,27,77,27,73,0
TI,6787919740,Laura Hernández,27101967,27,53,27,88,0
CE,0195982112,María García,09071950,5,4,5,54,0
TI,5417705980,Ana López,16111962,54,92,54,93,0
CE,7201098716,Sofía González,16051970,88,93,88,52,0
CC,7669835270,Carlos Cartagena,25091977,11,13,11,53,0
CE,4961394607,Daniela Hurtado,12051948,47,51,47,44,0
CE,3363711947,Ana García,22101939,20,21,20,30,0
CC,4539537644,Laura García,25031924,68,10,68,4,0
TI,6178611525,Ana Cifuentes,26111928,18,81,18,67,0
TI,6365362486,Ana Hurtado,27031939,25,30,25,58,0
CE,2575709310,Luis Hurtado,05081953,17,88,17,87,0
CE,2692104512,Luis Cartagena,22121926,11,41,11,97,0
CC,6133777106,Gabriela López,22071931,54,15,54,53,0
CE,3079432585,Sofía Castaneda,15101958,44,10,44,31,0
CE,4714589403,Manuela Rodríguez,19031949,76,77,76,3,0
CC,4715754735,Juan González,11071943,52,40,52,88,1
CC,6661726594,Juan Castaneda,28101967,95,77,95,34,1
CE,3414965205,Daniela García,13091960,47,73,47,16,0
CC,9253089447,Ana Perez,11121982,13,51,13,1,1
TI,2193401968,Gabriela Cifuentes,28121948,17,53,17,29,0
TI,8395457438,Marcela Cifuentes,24021935,13,97,13,25,0
CE,1866940976,Ana Cartagena,05021971,27,68,27,87,0
TI,0817942264,Gabriela Murillo,08051956,8,15,8,34,0
TI,1886987902,Daniela López,04121920,19,16,19,47,0
CC,1271203604,Miguel Murillo,23111953,41,53,41,43,0
CC,6642463374,Juan Hurtado,09071960,20,31,20,91,0
CE,3145097759,Daniela García,05021942,68,81,68,95,0
TI,8055154021,María Cifuentes,22111970,91,26,91,54,0
TI,0713485003,Marcela Murillo,07101957,70,81,70,29,0
CC,1608313635,Miguel González,16021965,76,99,76,83,0
TI,9902612447,Sofía Hernández,24101949,25,26,25,41,0
CC,8116023872,Ana García,05081922,52,4,52,58,0
CE,6991823119,David Rodríguez,10111979,95,88,95,19,1
CC,6527637542,Marcela Murillo,16051942,81,13,81,32,0
CC,0019264158,Luis Martínez,20101985,86,95,86,45,1
CC,4664968376,Juan Hernández,27111987,97,88,97,29,1
CE,3293621955,Juan Rodríguez,20061934,47,44,47,74,0
TI,5354668344,Daniela Hurtado,28061970,88,74,88,13,0
TI,6093905413,Luis González,08081930,47,60,47,87,0
CE,1359279075,Luis Cifuentes,24121960,25,54,25,75,0
TI,8220441424,Sofía Rodríguez,26101935,99,60,99,68,0
TI,7933406710,Luis Martínez,17091944,11,100,11,62,0
TI,9333024209,Carlos García,22081932,66,83,66,22,0
TI,3013750072,Sofía García,25041942,88,1,88,52,0
TI,2342183194,David Cartagena,26011946,91,58,91,87,0
TI,0229491362,Miguel García,06111952,8,16,8,90,0
CC,1340237294,David Cifuentes,23011947,20,75,20,2,0
TI,9843162184,Luis González,18031967,17,50,17,86,0
CC,7861942911,Carlos Murillo,23021952,15,2,15,83,0
CE,2184982372,María Martínez,15101943,20,38,20,54,0
TI,1139021360,Sofía Rodríguez,02111985,44,55,44,4,1
CE,4865134226,María Hurtado,23091971,91,87,91,35,0
CC,6597603893,Manuela Hurtado,15061971,44,21,44,2,0
TI,6433458799,Melissa Martínez,26081970,68,86,68,59,1
CE,6014270378,Sofía Cifuentes,04061939,20,81,20,34,0
CE,1033018794,Carlos Murillo,23061929,70,88,70,41,0
TI,4781237060,Miguel Murillo,06111949,70,42,70,42,0
TI,5301505473,Ana González,01101925,41,79,41,90,1
CC,0949369356,Juan Rodríguez,17101983,25,75,25,24,1
CE,0192053176,Manuela Martínez,06091958,76,88,76,32,0
CE,6928478319,Melissa Castaneda,13011961,27,88,27,4,0
CC,9480712437,María García,10021986,68,2,68,65,1
CC,5500686117,Carlos Cifuentes,28061984,91,35,91,29,1
CC,4859549770,Luis Perez,11111953,97,25,97,67,0
TI,4459953397,Laura Castaneda,02011945,54,53,54,34,0
CE,1955541801,David Rodríguez,27081946,25,35,25,42,0
TI,4536585527,David González,01071961,25,67,25,54,0
CC,9691870510,Gabriela Hernández,15041951,15,30,15,3,0
TI,5050101441,Sofía García,14041930,95,78,95,51,0
CE,7462942006,Laura Martínez,16071957,25,19,25,31,0
CE,4414055270,María Hurtado,22011933,11,3,11,47,0
CC,6239553416,Miguel Perez,24121935,11,45,11,95,0
CE,8176768287,Ana López,23111933,41,91,41,83,0
TI,9251578854,Luis García,14061943,15,52,15,32,0
CE,5644124380,Juan Perez,10101941,44,79,44,97,0
CC,7375942770,Juan Murillo,24111903,11,51,11,22,0
CC,1193514900,Carlos Hurtado,25031942,15,44,15,26,0
CC,0653311320,David González,23111943,19,50,19,78,0
CE,7511025012,David Rodríguez,12071949,23,22,23,79,0
CE,2682545879,Miguel González,23061947,66,59,66,59,0
CC,8217680435,David Rodríguez,22091951,86,68,86,16,0
TI,5805062355,Melissa González,03091983,63,95,63,6,1
CE,6580378689,Melissa Rodríguez,09021945,63,25,63,19,0
TI,2913616874,Daniela Rodríguez,15081956,94,36,94,77,0
